"An Embassy in Jerusalem? Trump Promises, but So Did Predecessors"
Hard-Line Supporter of Israel Offers to Pay for U.S. Embassy in Jerusalem
"Donald Trump Won’t Move Embassy to Jerusalem, at Least for Now"
Could an Embassy in Jerusalem Bring Us Closer to Peace?
Should the U.S. Embassy Be Moved From Tel Aviv to Jerusalem? 
Trump Orders U.S. Embassy Move from Tel Aviv to Jerusalem
"With the Embassy Move to Jerusalem, a Biblical Trump?"
Netanyahu Says U.S. Embassy ‘Needs to Be’ in Jerusalem
"Guatemala Will Move Its Israel Embassy to Jerusalem, Following Trump’s Lead"
U.S. Presses to Relocate Embassy to Jerusalem by 2019
Tillerson Says Embassy in Jerusalem Is at Least Three Years Away
"A Quiet Jerusalem Neighborhood Gets a U.S. Embassy, and a Spotlight"
Trump Recognizes Jerusalem as Israel’s Capital and Orders U.S. Embassy to Move
Teaching Activities for: ‘Trump Recognizes Jerusalem as Israel’s Capital and Orders U.S. Embassy to Move’
"Trump to Keep Embassy in Tel Aviv, but Recognize Jerusalem as Capital"
"Trump Renews Vow for Jerusalem Embassy, a Gift of Uncertain Value"
Israel Feels Pride but Senses Peril as U.S. Moves Embassy
"U.S. Folding Jerusalem Consulate Into Embassy, a Blow to Palestinians"
"Buoyed by Donald Trump Win, Jerusalem Mayor Hopes to Get U.S. Embassy"
Mike Pence Says U.S. Embassy Will Open in Jerusalem Next Year
"New U.S. Embassy May Be in Jerusalem, but Not in Israel"
Listen to ‘The Daily’: Two Views of the U.S. Embassy in Jerusalem
"As U.S. Embassy Moves, Dozens Die in Gaza"
9 Things to Know About Jerusalem as U.S. Embassy Opens
Australian Leader Considers Moving Embassy to Jerusalem From Tel Aviv
"For Trump, an Embassy in Jerusalem Is a Political Decision, Not a Diplomatic One"
Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision
Israel Kills Dozens at Gaza Border as U.S. Embassy Opens in Jerusalem
"Teaching Activities for: ‘Death in Gaza, New Embassy in Jerusalem, and Peace as Distant as Ever’"
3 Books to Help You Understand Why Moving the U.S. Embassy to Jerusalem Prompted Protests
"Robert Jeffress, Pastor Who Said Jews Are Going to Hell, Led Prayer at Jerusalem Embassy"
"Killings in Gaza, New Embassy in Jerusalem, and Peace as Distant as Ever"
U.S. Vetoes U.N. Resolution Condemning Move on Jerusalem
Trump Recognizes Jerusalem as Israel’s Capital
"Amid Debate and Violence, Trump Delivers Embassy Victory to Christian Base"
"Jerusalem Embassy Is a Victory for Trump, and a Complication for Middle East Peace"
"Paul Ryan, Oscars, Jerusalem Embassy: Your Evening Briefing"
Jerusalem Largely Calm as Region Protests Trump Move
Donald Trump Seems Confused About Jerusalem
E.U. Leaders Reject Netanyahu on Jerusalem Recognition
"U.S. to Recognize Jerusalem as Israel’s Capital, Trump Says, Alarming Middle East Leaders"
Emmanuel Macron Warns Trump Over Plan to Recognize Jerusalem as Israel’s Capital
"A Wary Response, So Far, on Trump’s Expected Recognition of Jerusalem"
Palestinians’ Dashed Hopes for Jerusalem
"Trump Calls Jerusalem Plan Step Toward Peace, but It Puts Mideast on Edge"
Full Video and Transcript: Trump’s Speech Recognizing Jerusalem as the Capital of Israel
Supreme Court Backs White House on Jerusalem Passport Dispute
"Defying Trump, U.N. General Assembly Condemns U.S. Decree on Jerusalem"
"Cuomo, in Whirlwind Tour of Jerusalem, Shows Support for Israel"
Nearly Every Former U.S. Ambassador to Israel Disagrees With Trump’s Jerusalem Decision
"US opens embassy in Jerusalem, recognizing city as 'true capital' of Israel"
"Trump officially recognizes Jerusalem as Israel's capital, orders embassy move for US"
Trump delays move of US embassy to Jerusalem
Why Trump's promise to move US Embassy to Jerusalem is so controversial
Penny Nance: Here is why the US Embassy move to Jerusalem is so important to American Christians
Rep. Marsha Blackburn: US Embassy move to Jerusalem signals that America stands with Israel
"Trump to recognize Jerusalem as Israel's capital, forge ahead with moving US Embassy"
"After US Embassy move, Trump weighs Jerusalem consulate changes"
"US leases space at shuttered Jerusalem hotel, disputes embassy move connection"
Obama suggests that moving US Embassy to Jerusalem could be 'explosive'
Netanyahu says US Embassy to move to Jerusalem this year
"Michael Goodwin: Bloodshed over US Embassy move in Jerusalem is on Hamas, not Trump"
Biden's opposition to moving Israel embassy in direct conflict with past statements
"Guatemala follows in Trump's footsteps, announces embassy move to Jerusalem"
