Dems blast Trump for Jerusalem decision despite past support
Trump administration gears up for Monday's opening of US embassy in Jerusalem
Amb. John Bolton: America's embassy in Israel should be moved to Jerusalem - NOW
Trump sees moving US Embassy in Israel to Jerusalem as 'big priority'
Obama punts again on moving US embassy to Jerusalem - will 2017 end stalemate?
President Trump signs waiver delaying US Embassy move to Jerusalem
Ambassador David Friedman: Trump kept this key promise on Israel exactly 2 years ago - Unlike his predecessors
Sen. Joe Lieberman: Why US Embassy Jerusalem move happened and why it matters
"US Embassy in Israel issues travel warning to Jerusalem, West Bank, Gaza after settlement shift"
"US Embassy in Jerusalem to open in May, officials say"
Palestinian protesters killed ahead of US Embassy opening in Jerusalem
GOP Senators introduce bill to move US Embassy from Tel Aviv to Jerusalem
Muslim states warn US against moving embassy to Jerusalem
"Turkey recalls ambassadors to US, Israel over embassy move"
A look at the stakes if US moves Israel embassy to Jerusalem
More countries following Trump in moving Israel embassy to Jerusalem
"US Consulate in Jerusalem that served Palestinians closed, says it's not signal of policy change"
"US Embassy in Jerusalem to open next year, Pence says"
US embassy jubilantly opens in Jerusalem as Gaza rages
"In nod to Trump, Guatemala sets Jerusalem embassy move two days after US"
Palestinians seek weekend prayers to protest US Embassy move
Deal With It: Jerusalem is Israel's Capital
Palestinians Trying to Breach Border as US Opens Jerusalem Embassy
Saeb Erekat 'Threatens' Violence Over US Embassy Move
Trump to Recognize Jerusalem as Israeli Capital?
Trump to Recognize Jerusalem's Capital 'Reality'
Does the Media Really Understand the Gaza Violence?
What's Really Behind Trashing of Kerem Shalom?
Trump Delays Decision on Recognizing Jerusalem
"Clashes Paused as Gaza Buries Dead, World Slams Israel"
Palestinians Take Jerusalem Fight to UN General Assembly
Palestinian Terror Group To Enter German Politics?
US embassy move to Jerusalem would spark 'fanaticism and violence' and end US status as negotiator - Arab leaders
Anyone who says Jerusalem embassy move was painless doesn't think Gazans are human beings
We have been ignored': Palestinian diaspora in Guatemala responds to Jerusalem embassy move
Live Blog: Massacre in Gaza as US and Israel celebrate embassy move to Jerusalem
"Trump intends to move US embassy to Jerusalem, Palestinian president says"
U.S. embassy to stay in Tel Aviv as White House shuts down rumors of imminent Jerusalem move
Israeli gov't doesn't really want US to move embassy to Jerusalem - Foxman
Trump's vow to move embassy to Jerusalem is now a 'decision-making process'
Trump 'promise' to move US embassy to Jerusalem stirs international furor
Bachmann has secured funds from private donor to move US embassy to Jerusalem
"Palestinian Christians issue a cry for hope, to end 'exclusivity and apartheid'"
US Palestinians release list of 2020 principles for 'a political world that too often ignores our voices'
"Trump has a 'magic moment' in June 2017 to move the US embassy to Jerusalem, Israel lobbyist tells NY synagogue"
"Sanders calls Netanyahu a 'reactionary racist', says he'll consider moving US embassy back to Tel Aviv"
